marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_product	review_headline	review_body	review_date	sentiment
FR	jaTnay6x1l7SWY	XrmvmXON4ORlrkxV	8MHsTslZHO	8153986026	Refrigerator Model 2ddFG	Air Conditioner	2	70	8	Y	Y	Not good Microwave	This is a poor Microwave. I would not recommend it.	2021-10-20	neutral
CA	WzejDtqqr6PvX6	4EqSn9bZ3pVfWs4F	lILaElqiQK	1734851194	Air Conditioner Model C4P9j	Refrigerator	1	28	55	N	N	Great Refrigerator	This is a unsatisfactory Toaster. I would recommend it.	2023-03-13	negative
CA	f4hOSntlINSvNn	znvHE3tuE9OgvjPL	r4uBLt0MsI	6701730150	Refrigerator Model gCiSj	Blender	4	98	11	N	Y	Excellent Blender	This is a unsatisfactory Blender. I would not recommend it.	2018-03-05	negative
FR	QKzgeHumVjFwTh	OEcD7cwYVHeBfG6u	KzuJvBxBRJ	8394264773	Toaster Model aubVp	Toaster	3	5	84	Y	Y	Not good Blender	This is a poor Air Conditioner. I would not recommend it.	2018-06-20	neutral
FR	ZBJ9G6WZY1h6y9	QMRrlQ6knrW2WtPM	P5b0qQLwhf	2511491368	Microwave Model 2ha0s	Air Conditioner	2	80	72	Y	N	Terrible Toaster	This is a mediocre Refrigerator. I would not recommend it.	2010-10-18	negative
DE	VbMlBo4htHVJuk	LAKiIl7CSa7edOzU	p8fr7TixOB	9494247906	Air Conditioner Model RJiBp	Air Conditioner	2	80	18	N	N	Terrible Microwave	This is a fantastic Microwave. I would recommend it.	2010-02-18	positive
FR	MWVqR93ixF7HgO	YQD2Yt2UtKj4TORK	4juKUgAj2I	1949431192	Toaster Model 8CLeu	Air Conditioner	2	22	12	N	Y	Great Refrigerator	This is a excellent Microwave. I would recommend it.	2014-12-16	neutral
US	ZueSUjWztNhVvp	a3xEGL9ptWiZKZFr	tevDJMejZH	5260343810	Blender Model YDuMo	Microwave	3	51	29	N	N	Excellent Toaster	This is a unsatisfactory Air Conditioner. I would not recommend it.	2023-09-13	negative
UK	4G7Ns7Z7wod2UZ	E1jgcpc59EdQtvfA	kDEJS2Hco6	2684971507	Toaster Model m4kH6	Air Conditioner	2	33	49	N	Y	Average Toaster	This is a unsatisfactory Refrigerator. I would not recommend it.	2022-12-23	neutral
US	6NZAE5W5gbmvyg	EJthkaclfWojDvC1	CPWz83aY15	9724208204	Toaster Model FxDx2	Refrigerator	4	65	97	Y	Y	Not good Air Conditioner	This is a excellent Air Conditioner. I would not recommend it.	2016-01-10	negative
DE	fJWRNuwjrAOyKS	eC793jBN6cnxsE7x	e31xZrhKEk	1688036122	Refrigerator Model SAZE6	Toaster	3	15	0	N	Y	Not good Microwave	This is a mediocre Blender. I would not recommend it.	2018-06-03	positive
DE	yZmgVHuWmw1Pas	VHljqwR6LlPSwG1p	N8NNKrypHq	1313921704	Refrigerator Model 5um81	Microwave	3	52	33	N	Y	Not good Refrigerator	This is a poor Refrigerator. I would not recommend it.	2017-08-16	negative
FR	s2cqo8A27bs2F6	G5abrLT6a4r2B37S	EZOJBeBO2i	1326612594	Air Conditioner Model Fq5PQ	Toaster	1	93	39	N	Y	Terrible Toaster	This is a unsatisfactory Blender. I would not recommend it.	2019-10-31	neutral
US	vAzBCDh16l1jU7	Z06ZFV79icfIjRZG	QcqmLYGUaY	8393144873	Microwave Model uKyF7	Toaster	1	77	2	Y	Y	Great Microwave	This is a mediocre Toaster. I would recommend it.	2022-06-29	negative
DE	G8MWTa3BTmuDb7	PDxUMD1DvOEaYm3j	Gp0p33lEfU	6242336408	Refrigerator Model GNQrf	Blender	5	94	8	N	Y	Not good Refrigerator	This is a mediocre Refrigerator. I would recommend it.	2010-04-12	neutral
US	Qh2Nn7nNCH3M6C	XewXjIqc55qhnJVY	PfQVnwzEEE	1000113737	Refrigerator Model 5VB26	Air Conditioner	5	55	83	Y	N	Excellent Microwave	This is a mediocre Air Conditioner. I would not recommend it.	2015-12-22	neutral
UK	RnahHdlsMuyn35	s7hK7fU8TOZKyf1k	Kz8eBZfh9x	9325980163	Refrigerator Model xBYfG	Air Conditioner	4	88	38	Y	N	Average Toaster	This is a excellent Blender. I would recommend it.	2020-05-27	positive
UK	ftrOP1jTclOHTW	ufToV7lbBD2J1BdT	LIRepJaiMo	1656301828	Blender Model v0LBX	Air Conditioner	2	41	51	N	N	Not good Toaster	This is a poor Microwave. I would not recommend it.	2014-06-16	positive
CA	RUdGaTTNIk1QWj	BSPbT7ZF8QnZtqUk	pqPudqapcp	2755318174	Microwave Model Ko6C8	Toaster	2	38	30	N	Y	Great Blender	This is a fantastic Blender. I would recommend it.	2010-09-08	neutral
UK	PuAtVxdu4TEqi7	7YgmbbiOFzoyn0KQ	HMcUOojEjT	9518886931	Refrigerator Model 14up5	Air Conditioner	1	85	33	N	Y	Terrible Toaster	This is a unsatisfactory Microwave. I would not recommend it.	2019-05-21	negative
CA	AO6OyZapB5omPZ	yedFTPs5h4fWEeGz	Agwgds9x6J	1584527121	Toaster Model h0YGP	Blender	4	63	7	Y	N	Terrible Blender	This is a mediocre Air Conditioner. I would not recommend it.	2023-05-10	negative
CA	oKAoJWsgJMbbNX	riq5kTPHRJCG8Qku	ncHSPUkOAl	5026818337	Air Conditioner Model NAwVk	Air Conditioner	2	1	59	Y	N	Not good Toaster	This is a fantastic Refrigerator. I would not recommend it.	2017-01-07	negative
DE	0kJmLrjl61vvlu	9XcUYt52JZcfbcEg	TLOdYOQKyD	5946962845	Blender Model n2hY8	Blender	2	1	86	Y	Y	Excellent Refrigerator	This is a poor Air Conditioner. I would not recommend it.	2016-09-10	positive
UK	2UOg56Piz92N56	8TloN897vWtyPqjJ	nbcodq41tb	8877727136	Toaster Model 7eviJ	Refrigerator	4	89	12	N	N	Excellent Toaster	This is a unsatisfactory Microwave. I would not recommend it.	2015-05-19	neutral
DE	NLXzw24QmhR9Xb	EaWwXIktmypX4XQw	8MsVVZd2ij	9190837630	Air Conditioner Model 3jJrk	Air Conditioner	3	60	51	N	N	Not good Air Conditioner	This is a poor Microwave. I would recommend it.	2019-09-09	negative
FR	DqB0AIPowfFVLY	h9igWp8rqWoQDEEp	U9lMhUISBE	6315916213	Blender Model 82LF0	Refrigerator	4	60	47	N	N	Excellent Air Conditioner	This is a mediocre Toaster. I would recommend it.	2010-04-22	neutral
CA	vRIBLTKtAzLGKB	RsuQP9zgGojm3zcS	K1pol5jOy9	5515271973	Microwave Model Q7R6g	Air Conditioner	4	17	0	Y	N	Excellent Toaster	This is a fantastic Toaster. I would recommend it.	2023-01-17	neutral
FR	hMUiA5dv25H0oo	aGhNrBEfZQoZh2MJ	xHxmzGzcEy	9332974090	Toaster Model 3JtTb	Refrigerator	5	84	95	N	Y	Great Refrigerator	This is a excellent Air Conditioner. I would not recommend it.	2017-01-29	negative
US	iRlea0ZggbYYQP	fbo4cfUNiQOrmeXs	x94fq9nNrH	5847084548	Microwave Model UTzpY	Microwave	4	62	90	N	Y	Great Blender	This is a excellent Air Conditioner. I would not recommend it.	2018-12-09	positive
FR	RplFvC6MhlhcjZ	M3lf0GZ8UT93psqK	xzilkIdv1c	2830364598	Toaster Model nYPqY	Air Conditioner	2	2	95	Y	N	Excellent Blender	This is a excellent Blender. I would not recommend it.	2012-01-03	positive
DE	gCWJEfeWl4XH4F	ZyeskGS1JXYgHAuq	E07eCLvQI2	3850452024	Blender Model MwHvV	Refrigerator	2	92	6	N	Y	Terrible Microwave	This is a poor Air Conditioner. I would not recommend it.	2022-08-22	negative
UK	6rFvXVXnbezXTD	oPhLgncl71mL0xjd	Whhg4s1bUI	9176157689	Blender Model fiEpj	Microwave	4	57	37	N	Y	Great Refrigerator	This is a mediocre Air Conditioner. I would not recommend it.	2022-08-09	negative
CA	PlvHRPA5TfcZl2	6hOVWQbZtMSFgQ0T	vaqhv2YGKa	9854904198	Refrigerator Model PFby8	Air Conditioner	1	91	90	Y	N	Terrible Refrigerator	This is a excellent Air Conditioner. I would recommend it.	2017-05-20	negative
FR	UgrhMuNu0HCKzk	upGV1vXTJ473TgzF	C4IUhCvKVw	3636739039	Microwave Model 3tsAe	Toaster	3	55	4	Y	N	Terrible Air Conditioner	This is a unsatisfactory Air Conditioner. I would recommend it.	2013-04-20	neutral
UK	xItifjhOPO81JK	CsnzOmFJZyxOtbSi	IbJOm23JQc	9285047983	Air Conditioner Model sl2DL	Refrigerator	3	77	13	Y	Y	Excellent Refrigerator	This is a excellent Microwave. I would not recommend it.	2012-01-22	positive
UK	ZBruaNocw90K7M	GwF8ph9g6lSYclxM	bzVy40H5Gv	5593207961	Microwave Model 824zt	Air Conditioner	2	86	81	Y	N	Terrible Blender	This is a poor Toaster. I would not recommend it.	2017-01-02	positive
DE	UpFAjYWFbuUwPu	767GQBAzpfPkGSi0	niSDFjABii	3191842621	Microwave Model K9yR4	Blender	5	30	4	Y	N	Great Blender	This is a fantastic Blender. I would not recommend it.	2014-07-07	positive
DE	2KTASUBUefVhbv	pppg2e7wTdDdsRKK	zXIeaEi1yL	4160385890	Refrigerator Model z7JT9	Toaster	4	44	79	Y	N	Average Blender	This is a fantastic Air Conditioner. I would not recommend it.	2011-03-08	neutral
UK	A6vSFeGocv8lce	vrnlYR8K5WT2eySv	F3niEvf5t0	6623553514	Refrigerator Model Wjrnz	Refrigerator	3	88	9	Y	N	Excellent Air Conditioner	This is a fantastic Toaster. I would not recommend it.	2014-05-15	positive
UK	Wov0WNm7UrMy9F	97zEalAG9lkPY474	E73PDMtkMd	7210058068	Microwave Model DfOO9	Refrigerator	2	84	22	Y	N	Average Air Conditioner	This is a excellent Toaster. I would recommend it.	2014-10-29	positive
DE	jraxUSI69uNRm1	nIG9DNBclmWEiGi4	AMkL8BuUQY	5570957337	Microwave Model Ea0uX	Air Conditioner	4	59	10	N	N	Great Toaster	This is a unsatisfactory Microwave. I would recommend it.	2020-10-26	neutral
US	OeHwZI5zXxtWp4	3MAdZykGzCTKkQJ5	OTHDqOD4Z1	1115455542	Air Conditioner Model oCwQC	Refrigerator	5	19	0	N	Y	Excellent Refrigerator	This is a unsatisfactory Toaster. I would not recommend it.	2017-01-16	neutral
US	qmlq0bFIxOfqlS	YDrynRsR4eFU2Z6E	x1zcejM4Sx	8930478748	Microwave Model NGtKa	Air Conditioner	3	68	69	Y	Y	Excellent Blender	This is a unsatisfactory Air Conditioner. I would recommend it.	2015-04-10	positive
DE	PjDKNESArFJ2wB	H5gJGVmLvxfeuUi6	KT1znepIGr	3954960201	Toaster Model djIUa	Refrigerator	2	87	0	Y	Y	Average Blender	This is a mediocre Blender. I would not recommend it.	2023-08-15	negative
UK	WvUVctJXg4PJDN	DZaf42nSYTPUg3Iv	k4EolYgfUL	2050842084	Toaster Model GMvCX	Refrigerator	5	95	22	Y	Y	Not good Refrigerator	This is a unsatisfactory Blender. I would not recommend it.	2019-12-24	positive
FR	W8OPXuYt98Vxaw	sAwwbrmJ7jmDI7sA	4K26KInzyz	5642100267	Refrigerator Model OkfuE	Blender	3	13	38	N	N	Terrible Refrigerator	This is a excellent Refrigerator. I would recommend it.	2010-03-29	negative
UK	P4nmBJYalppM1T	zm9XS7czmvgI6QPW	SvPakDg7HO	3713692670	Microwave Model CThsn	Refrigerator	2	12	75	N	Y	Average Toaster	This is a unsatisfactory Blender. I would not recommend it.	2023-11-20	neutral
DE	P4ZI0IMYr60CcD	S0rhiW7ByD8wCDdE	fb0lEuc4ds	3968917828	Refrigerator Model t2DV0	Toaster	3	50	24	N	Y	Not good Toaster	This is a unsatisfactory Microwave. I would not recommend it.	2014-10-04	positive
US	CpzhrBzumn4qNh	mdy6Z8TXuWLYE76R	R08jtRnlJF	5641773228	Refrigerator Model mC6PU	Refrigerator	3	67	4	Y	N	Terrible Toaster	This is a poor Toaster. I would recommend it.	2021-12-31	negative
FR	QYkdgXUlyZ5f0A	sO7HFPkQvO6vPgtb	GYqmsjmd3x	7152087492	Microwave Model ieL4G	Toaster	2	19	67	N	N	Terrible Microwave	This is a fantastic Air Conditioner. I would recommend it.	2014-10-09	positive
CA	imlibdYyVfE2E1	XXyla7grF4iku3W4	n0fGl0XKtv	3150185188	Blender Model oNWCw	Toaster	5	63	28	Y	Y	Average Blender	This is a poor Air Conditioner. I would not recommend it.	2023-05-27	positive
UK	70VO6mNaET9uRo	pKa6mS31RDjZAHPE	JmrYy4J6eU	2678513531	Refrigerator Model JwNQm	Refrigerator	4	48	52	N	Y	Excellent Toaster	This is a excellent Blender. I would not recommend it.	2010-12-25	negative
US	GRe5pJj9pwZUXc	QKFVm2RMULV6PGsX	HGyDLtLVQT	8150463574	Toaster Model GA5I7	Microwave	4	67	73	N	Y	Great Air Conditioner	This is a unsatisfactory Refrigerator. I would recommend it.	2022-08-21	positive
US	Dt0mOnmR8HkVKk	N25mv8O9S8oOjy0V	YXamjgysEg	6080579717	Air Conditioner Model TLkYY	Blender	5	13	89	N	N	Average Air Conditioner	This is a unsatisfactory Refrigerator. I would not recommend it.	2010-11-04	negative
CA	a3fLU854HJm8f4	fIYHH01hF7bFKPZo	63mr7D8QyW	3680718444	Microwave Model ERKot	Microwave	4	47	17	N	Y	Excellent Refrigerator	This is a mediocre Toaster. I would not recommend it.	2023-05-14	neutral
DE	fyplSY3ARBaJwQ	vn9j0XQIvX7JdbQs	DQCwtBOTPy	7537735451	Blender Model ELgS4	Blender	2	56	95	N	Y	Not good Air Conditioner	This is a unsatisfactory Refrigerator. I would recommend it.	2021-02-06	negative
CA	E6s4pKr8ggnzSh	PYMF11OPB0PBWlUo	dgKT3IRS85	6569437631	Refrigerator Model ZMJQh	Microwave	1	64	82	N	Y	Excellent Air Conditioner	This is a excellent Microwave. I would not recommend it.	2012-08-26	neutral
US	ZzaGzyUT2N4aqh	N8VD2ogbudzbekEC	x8IDPHqe1w	3445417628	Toaster Model zQ809	Blender	1	20	53	N	Y	Excellent Toaster	This is a unsatisfactory Microwave. I would not recommend it.	2017-09-11	neutral
CA	NTJfthGiTmT07X	IJIk3kjnN2WaBSrH	Osl26LKbDQ	6654025139	Blender Model OzQnA	Refrigerator	5	70	62	N	Y	Terrible Air Conditioner	This is a excellent Refrigerator. I would not recommend it.	2022-03-27	neutral
DE	sW2Cul6j1wSbxE	wYrpQBPpecLmARAz	87NAwrhx9D	3206056709	Refrigerator Model OublD	Air Conditioner	3	1	40	N	N	Excellent Refrigerator	This is a excellent Refrigerator. I would not recommend it.	2010-10-23	positive
UK	YXu5bmwK4nTGch	Z8XsGjhBrrqf1w8I	5rDX7zhnj3	1871308664	Air Conditioner Model WZJ0H	Refrigerator	5	75	37	N	Y	Average Air Conditioner	This is a fantastic Toaster. I would recommend it.	2018-08-04	neutral
US	PZvn2tuZcKo6R6	ZkffwTU6gZI7m2XE	Ba1L9HCZ6Q	1144334993	Refrigerator Model omP4a	Air Conditioner	2	76	3	N	N	Great Refrigerator	This is a poor Air Conditioner. I would recommend it.	2012-05-12	negative
US	oy8hR9nL7XniLB	svlRb825ltScNp7l	BpVuck6dzJ	5834654961	Refrigerator Model Y2iLX	Blender	1	15	57	N	N	Terrible Refrigerator	This is a mediocre Blender. I would recommend it.	2020-04-02	positive
FR	O2lEBL4XoDQI8H	h3WOCtL8i5fZHOXZ	1RRKny60aI	3647937957	Toaster Model dY4JK	Air Conditioner	1	100	60	N	Y	Terrible Air Conditioner	This is a fantastic Blender. I would recommend it.	2016-10-27	neutral
FR	uYZH4O1cKRzPMK	XWHun8pPXR9cuGwS	tgDgMToESj	8192809146	Blender Model svIPW	Microwave	4	34	84	N	N	Terrible Microwave	This is a poor Refrigerator. I would not recommend it.	2014-10-09	positive
CA	H4xVVc6EGqh2UD	eI7TkXdHJ0KK8zu9	zcD1i97CNz	2480786641	Microwave Model Y5t8I	Toaster	3	59	89	N	Y	Great Blender	This is a mediocre Refrigerator. I would recommend it.	2021-01-19	negative
CA	9m192dNWdsLQ7V	kVXSMFyNfcXFeeDK	3yEHHYQW8a	1702727345	Microwave Model w0KIR	Blender	4	33	22	N	Y	Not good Toaster	This is a excellent Toaster. I would not recommend it.	2012-09-23	negative
UK	AVtQFwdOIT1EMg	mml1k9CCkxYsJE0u	8LNZoKHTJQ	1366281819	Air Conditioner Model DmbVK	Microwave	5	35	61	N	Y	Excellent Air Conditioner	This is a mediocre Blender. I would not recommend it.	2019-06-30	positive
CA	BkmxQbfNKKqnZ5	3JXPX7NDvIRvpind	1LzlhVlYxp	9720721944	Air Conditioner Model UouYS	Refrigerator	3	90	76	N	N	Great Air Conditioner	This is a fantastic Microwave. I would not recommend it.	2022-01-12	positive
DE	ngoHIikxlAEdZm	fEGa6Cl77ERoYAYq	Cer6hDVmCD	6043466127	Air Conditioner Model C94DC	Air Conditioner	2	64	50	N	N	Great Blender	This is a excellent Air Conditioner. I would recommend it.	2010-05-21	negative
DE	a72mBmKYocmrml	5waHV5gkuYqMMh3s	MDOJwvcqHV	9595768113	Microwave Model 4YVeK	Air Conditioner	1	76	27	Y	N	Great Microwave	This is a fantastic Air Conditioner. I would not recommend it.	2023-04-10	positive
UK	J2uCCmzv1SQH7J	Qi4IHf4z7rZbJOp8	4jQMqlWVG0	4554041594	Toaster Model goOwz	Microwave	5	92	63	N	N	Excellent Blender	This is a fantastic Refrigerator. I would recommend it.	2020-02-08	negative
UK	HkRJjUyr9w732m	gr8SqWcnqtOdwUqG	VMNtCh6W08	8685253146	Refrigerator Model 9FewX	Microwave	5	6	24	N	Y	Great Toaster	This is a mediocre Microwave. I would recommend it.	2014-03-20	negative
UK	UIB0R2s0F5x5ue	x3PVT4bor3L4ce84	P1EFAP6Ilz	8100867428	Air Conditioner Model 4BnKZ	Blender	2	96	91	Y	Y	Average Blender	This is a fantastic Toaster. I would not recommend it.	2019-09-03	positive
FR	w3x4DKw6yW3p04	Kie8zLpRfDyJPvJ9	GNzRIovM0m	1567031833	Air Conditioner Model UVImH	Blender	1	66	17	Y	Y	Excellent Refrigerator	This is a excellent Refrigerator. I would not recommend it.	2020-09-17	neutral
CA	sX1orBc5Bdf6yj	L8kR6t9xAGI0051a	JCY3Od1QDk	8812960105	Refrigerator Model lWCkL	Air Conditioner	1	67	12	N	N	Excellent Refrigerator	This is a mediocre Blender. I would not recommend it.	2021-05-02	neutral
US	jsHhLaA6TjGYfb	Jv37KTSSFWOO96LO	BUY5qAjrwo	1144162492	Refrigerator Model u6Ojn	Air Conditioner	5	100	20	Y	N	Terrible Refrigerator	This is a unsatisfactory Air Conditioner. I would recommend it.	2015-08-14	negative
US	ME9st1CV5dlfWb	D7phgA7FsbBE2SRf	aHDVtgCz9v	8608029621	Microwave Model iyHW5	Microwave	2	52	48	N	N	Terrible Microwave	This is a fantastic Refrigerator. I would recommend it.	2023-09-22	neutral
DE	aBZK42vM7h5Des	0BufBajxZRClJgLz	BYCVHbD8BN	8745099569	Air Conditioner Model f96dk	Air Conditioner	5	89	70	N	Y	Average Refrigerator	This is a unsatisfactory Toaster. I would recommend it.	2022-07-28	negative
FR	MIUlD1mKgzx252	K6zirtVLbXSeUmH1	pOW5sixMv8	2674245878	Microwave Model 31HVF	Toaster	3	49	15	N	N	Average Air Conditioner	This is a mediocre Microwave. I would not recommend it.	2017-06-06	negative
DE	11foxSyh2AyycS	Is0Qzi52cFODdyDy	nyUcDd5km0	1726162787	Refrigerator Model 8WDFl	Blender	5	93	22	Y	N	Average Air Conditioner	This is a unsatisfactory Blender. I would not recommend it.	2015-10-02	positive
UK	FLp69EcAAW91RL	zg6D1opdkCOMDEHQ	5FghEMmVqV	4986417481	Refrigerator Model oX7RE	Microwave	5	33	61	N	Y	Not good Blender	This is a fantastic Toaster. I would recommend it.	2020-12-31	negative
CA	KDWObiNnp1Rzxf	Gj3YpwaMrXob3BzD	NcY0qYrngl	4632546215	Air Conditioner Model EciWN	Air Conditioner	4	9	36	Y	Y	Average Microwave	This is a excellent Microwave. I would recommend it.	2011-10-23	neutral
DE	WVWkTU2Zn08HM2	MlgVF1AMQqCrIjaq	I0psKlyo7e	1559031571	Refrigerator Model mfdMx	Toaster	3	86	81	N	Y	Average Microwave	This is a excellent Blender. I would not recommend it.	2013-01-28	negative
UK	5sdE1KaPwVfdku	6I9SI3Pp0AYiNFrh	TG4RgFOH3z	2583225209	Refrigerator Model 4sLBN	Air Conditioner	4	72	34	Y	Y	Excellent Air Conditioner	This is a fantastic Blender. I would recommend it.	2010-02-13	positive
UK	gxWGsNAWVCeTao	RcjXj7qbRsrRHJrh	GdS9RV5VoA	3939390389	Air Conditioner Model R1JOp	Blender	4	59	83	Y	Y	Average Toaster	This is a poor Refrigerator. I would not recommend it.	2016-08-18	neutral
CA	ATutDBpnETm6EB	C9aRE2XzFejarGB6	haERcLNijZ	3601470956	Refrigerator Model QTM4X	Blender	2	51	82	N	Y	Average Refrigerator	This is a poor Microwave. I would recommend it.	2018-10-02	positive
DE	zJyo5E1J2iURe9	k5eDv0T44hYJnPZC	nX4nwzW9wZ	8161138768	Microwave Model jmUZT	Toaster	1	9	69	N	N	Not good Air Conditioner	This is a fantastic Refrigerator. I would recommend it.	2015-06-17	neutral
US	BIcrYQGlBFT8Vq	r8DfHcoQ0fNFxY4z	gzj4Uexule	8909947495	Blender Model 20PfG	Air Conditioner	2	39	16	Y	N	Terrible Blender	This is a mediocre Blender. I would recommend it.	2012-05-05	negative
FR	O8VmgNxaWe0isx	wUFRbKhpiXs3V7Xx	24oyLzgfxv	9724008513	Toaster Model k6HUd	Blender	3	9	10	Y	N	Average Air Conditioner	This is a unsatisfactory Air Conditioner. I would not recommend it.	2020-11-17	negative
US	Zoq1lnMzjyGoEe	o4MgHAKE6TxEatPn	sgrGcTE9iA	9127414335	Refrigerator Model msPOy	Refrigerator	5	45	89	Y	N	Not good Blender	This is a fantastic Microwave. I would not recommend it.	2023-05-22	negative
FR	fNzbXaBjLNJSPl	DFavYp0ybDxqWyQF	fTZutIzWrR	6062582239	Toaster Model sIKgY	Air Conditioner	4	21	17	N	N	Terrible Blender	This is a poor Microwave. I would recommend it.	2019-06-20	neutral
DE	bvQaxA4zn3aMD5	AxWdhhfzTiYZKB1q	mHXrO73tPv	6301525433	Air Conditioner Model IhwNm	Blender	2	58	85	N	Y	Average Microwave	This is a excellent Toaster. I would recommend it.	2023-03-18	neutral
DE	WEnpj0sKkXeNtB	P6rKWfQalucA6cHz	04mMKFSCIJ	3886293434	Air Conditioner Model RuGHw	Blender	5	5	64	Y	Y	Average Air Conditioner	This is a poor Blender. I would recommend it.	2010-11-17	negative
US	wdkM3cu7ky2z3p	nUn301v5aB0xrSEF	qrr8HhXL2v	5770341136	Toaster Model X6Jqf	Microwave	4	61	27	Y	Y	Average Microwave	This is a unsatisfactory Toaster. I would not recommend it.	2021-12-06	negative
UK	nlstvLMDVFKo1J	dE16dUPWURLIEBSd	C2oGcdhMPC	8900964894	Refrigerator Model dh4Gp	Refrigerator	4	23	50	N	Y	Excellent Blender	This is a fantastic Blender. I would not recommend it.	2020-04-03	positive
UK	1jcUaq9A5tMDV3	6DfXh5JoeG9i7R1m	6oiUmYWlmB	4221358476	Blender Model w0xBy	Microwave	4	7	67	N	N	Average Microwave	This is a unsatisfactory Air Conditioner. I would recommend it.	2017-12-12	positive
FR	PQ23MjI7o9KfIn	n3wSnunCXuZEwkla	Qh0l8nxnzz	6527592672	Microwave Model ZyWoN	Toaster	5	5	3	N	Y	Average Refrigerator	This is a poor Refrigerator. I would recommend it.	2011-07-27	neutral
FR	h0zIJiIgINPzkP	K46yjbbLGfZEtHCM	9tQW5SFbUY	7362349682	Microwave Model EMUhu	Air Conditioner	3	30	88	N	N	Average Blender	This is a unsatisfactory Blender. I would not recommend it.	2013-05-16	neutral
DE	YuIWjIJDGaTxwh	G6vVe2X55jfMj2KS	Z15C2Ay8l7	9843639187	Microwave Model h3IBb	Air Conditioner	1	34	81	Y	Y	Not good Air Conditioner	This is a excellent Air Conditioner. I would not recommend it.	2020-12-15	positive
UK	wTaAo4rdIZraeT	etrLKcsoxYCH7Rz2	ncIQlxi6ZI	3314582597	Air Conditioner Model Tc3Bi	Blender	1	88	30	N	N	Not good Blender	This is a fantastic Microwave. I would recommend it.	2012-10-07	negative
US	TZvBVNUXIe9m5I	IcECE9CoJI0879ZS	nBjw46Emb5	2363449720	Refrigerator Model eHnhP	Blender	4	86	38	Y	N	Not good Blender	This is a fantastic Toaster. I would not recommend it.	2011-03-17	positive
US	VLXmllvNfmUEVP	s1WxTFcTMVaSutjq	MFs6qFAipE	6348100024	Refrigerator Model xbZcS	Refrigerator	2	93	61	N	Y	Excellent Blender	This is a poor Toaster. I would not recommend it.	2017-06-28	positive
UK	osoga7qeQCRYEg	PfaEq9ASS4JOuFRJ	z8SeintQGp	8557152697	Refrigerator Model 8CyaC	Blender	4	40	77	Y	Y	Not good Refrigerator	This is a fantastic Blender. I would recommend it.	2017-05-16	positive
CA	vKexUueNefJblE	d4sRI8dCzWV44Pll	kxxcLuOIeN	6798148388	Air Conditioner Model Tu3Xb	Blender	2	22	2	Y	N	Terrible Air Conditioner	This is a mediocre Air Conditioner. I would not recommend it.	2012-03-12	negative
UK	5jVRn1LwBdaLs1	I5kvpJZppb1dVh75	F51EBF5mEI	9267904869	Microwave Model kJZY7	Microwave	3	62	83	Y	N	Great Blender	This is a mediocre Toaster. I would recommend it.	2022-05-04	positive
UK	zFom6gWh6SYjy6	jaJUmygsehAb9BWc	7cos56d77M	9716431996	Toaster Model YUr7H	Microwave	3	32	23	Y	Y	Excellent Air Conditioner	This is a unsatisfactory Toaster. I would recommend it.	2010-08-29	positive
DE	XLLEIQRY5TvMZv	TFG9p1jCSEvgtWfy	chsQCTp3Ws	3831574420	Refrigerator Model KR7XG	Blender	2	81	92	N	N	Terrible Microwave	This is a excellent Blender. I would recommend it.	2014-12-02	positive
FR	XZ8wIikv0bJFiK	j7eXxrobxbr0cTq6	uF2Ex5yyMu	8746718199	Air Conditioner Model J4UUb	Blender	4	67	15	Y	Y	Excellent Refrigerator	This is a mediocre Blender. I would not recommend it.	2011-04-02	positive
FR	8FIsklp1ZD81iy	2WrpTv4zF098amEd	gEL8AWvqHf	5417602510	Air Conditioner Model fqwsD	Microwave	3	88	33	Y	N	Average Blender	This is a poor Blender. I would recommend it.	2013-12-17	neutral
DE	BenjVoj519m5KD	Hvfg5fYRicUkGhm9	jfKCtaLLUQ	7881307082	Refrigerator Model Pr2v7	Air Conditioner	5	35	60	Y	N	Terrible Air Conditioner	This is a excellent Blender. I would recommend it.	2013-01-16	positive
CA	od1XDNIpBh6JOD	22ER4eSTWfPxIcVJ	xByNOcHgXq	5361250788	Microwave Model 7nEnB	Microwave	3	44	61	N	Y	Excellent Blender	This is a mediocre Blender. I would recommend it.	2019-04-20	positive
US	ztQEi6B5A5an9K	HOZ73uY4ZwOGAx2D	x4l7km8JIF	8304989046	Microwave Model cWUck	Refrigerator	2	75	51	N	N	Terrible Microwave	This is a fantastic Toaster. I would not recommend it.	2017-01-24	neutral
UK	RSbtclqrdIxE8z	EgpacbNwej0p4sTx	NvFSoWzX8T	8054566748	Toaster Model 4g5sJ	Toaster	3	24	34	Y	N	Average Toaster	This is a fantastic Refrigerator. I would not recommend it.	2022-12-16	neutral
US	E2aUYAiRfdL7lp	pzEQsv1lIUsHu39K	nGwpvMZuUN	6433774011	Air Conditioner Model bwOie	Toaster	4	70	58	Y	Y	Excellent Toaster	This is a excellent Air Conditioner. I would not recommend it.	2013-01-05	positive
CA	iENMaW5AqpUkHO	3uy5VJnXner1LiWB	Eggg6oqH3c	5082167818	Microwave Model TML2f	Air Conditioner	3	44	81	Y	N	Great Toaster	This is a poor Refrigerator. I would recommend it.	2014-12-18	positive
